01/02/2007	00:30:00	8.019	94.311	0.010	300.356	0.000	0.000
01/02/2007	01:30:00	7.751	92.169	0.010	251.717	0.000	0.000
01/02/2007	02:30:00	7.073	93.553	0.010	224.530	0.000	0.000
01/02/2007	03:30:00	6.505	94.986	0.010	292.274	0.000	0.000
01/02/2007	04:30:00	6.398	95.532	0.010	46.347	0.000	0.000
01/02/2007	05:30:00	6.359	95.435	0.010	108.868	0.000	0.000
01/02/2007	06:30:00	5.289	95.883	0.010	7.444	0.000	0.000
01/02/2007	07:30:00	4.819	97.131	0.010	315.827	4.277	0.000
01/02/2007	08:30:00	5.522	98.159	0.010	310.986	79.654	0.000
01/02/2007	09:30:00	7.179	97.112	0.009	114.411	172.132	0.000
01/02/2007	10:30:00	8.953	91.140	0.016	221.144	200.457	0.000
01/02/2007	11:30:00	11.237	81.851	0.096	237.800	361.524	0.000
01/02/2007	12:30:00	11.570	79.903	0.129	241.645	311.501	0.000
01/02/2007	13:30:00	11.114	79.911	0.627	260.579	161.820	0.000
01/02/2007	14:30:00	10.908	77.532	0.656	267.764	133.730	0.000
01/02/2007	15:30:00	11.169	75.733	0.569	264.591	165.197	0.000
01/02/2007	16:30:00	9.930	81.259	0.114	252.699	40.758	0.000
01/02/2007	17:30:00	6.572	88.360	0.010	214.065	0.481	0.000
01/02/2007	18:30:00	4.266	92.564	0.010	223.714	0.000	0.000
01/02/2007	19:30:00	3.084	94.906	0.009	232.164	0.000	0.000
01/02/2007	20:30:00	3.374	96.477	0.042	208.098	0.000	0.000
01/02/2007	21:30:00	2.414	96.838	0.008	202.761	0.000	0.000
01/02/2007	22:30:00	1.560	97.487	0.010	206.112	0.000	0.000
01/02/2007	23:30:00	1.670	98.189	0.010	209.889	0.000	0.000
02/02/2007	00:30:00	2.446	98.642	0.010	226.979	0.000	0.008
02/02/2007	01:30:00	4.206	98.897	0.009	216.527	0.000	0.000
02/02/2007	02:30:00	4.132	98.870	0.010	228.007	0.000	0.000
02/02/2007	03:30:00	4.579	98.894	0.009	225.428	0.000	0.000
02/02/2007	04:30:00	6.073	98.950	0.009	233.954	0.000	0.000
02/02/2007	05:30:00	6.821	97.953	0.014	247.798	0.000	0.000
02/02/2007	06:30:00	6.983	96.969	0.108	252.466	0.000	0.008
02/02/2007	07:30:00	7.082	97.642	0.013	257.286	2.857	0.000
02/02/2007	08:30:00	7.024	98.061	0.010	262.264	85.687	0.000
02/02/2007	09:30:00	8.378	92.945	0.019	312.208	166.131	0.000
02/02/2007	10:30:00	8.614	84.850	0.019	325.184	127.145	0.000
02/02/2007	11:30:00	9.333	79.938	0.056	334.553	241.117	0.000
02/02/2007	12:30:00	10.328	73.308	0.796	349.670	330.353	0.000
02/02/2007	13:30:00	10.571	70.558	0.703	2.034	263.348	0.000
02/02/2007	14:30:00	10.827	66.854	0.185	31.905	190.879	0.000
02/02/2007	15:30:00	9.852	70.115	0.155	49.708	75.585	0.000
02/02/2007	16:30:00	8.811	72.989	0.124	46.592	25.203	0.000
02/02/2007	17:30:00	7.613	77.516	0.009	57.465	0.524	0.000
02/02/2007	18:30:00	5.909	82.478	0.012	102.206	0.000	0.000
02/02/2007	19:30:00	4.177	83.545	0.549	94.792	0.000	0.000
02/02/2007	20:30:00	3.580	82.523	0.446	51.725	0.000	0.000
02/02/2007	21:30:00	3.005	84.213	0.063	39.354	0.000	0.000
02/02/2007	22:30:00	1.259	88.164	0.009	100.066	0.000	0.000
02/02/2007	23:30:00	0.725	90.414	0.007	10.246	-0.002	0.000
03/02/2007	00:30:00	0.501	90.201	0.007	27.180	-0.002	0.000
